neighborhood,bhk,area_sqft,price_inr,age_years,amenities,listed_on
Thane,3,1003.0,18322780.0,20,"Garden, Pool",22/04/2024
Andheri,2,448.0,6971541.0,38,"Pool, Gym, Parking, Security",05-Jul-24
Navi Mumbai,2,1223.0,3367741.0,35,"Security, Parking, Garden",21-Oct-24
Bandra,4,1158.0,16487044.0,21,"Gym, Parking, Pool, Security",19/08/2024
Andheri,1,,29143387.0,25,"Parking, Gym, Pool","August 14, 2024"
Worli,2,,15169901.0,6,"Pool, Gym, Garden",05/11/2024
Dadar,4,929.0,3497636.0,6,Parking,07-Apr-24
Dadar,3,1418.0,10701203.0,7,"Pool, Gym, Parking",24/02/2024
Thane,2,,9204962.0,25,"Pool, Parking, Garden","April 20, 2024"
Borivali,2,846.0,13618331.0,23,Pool,31/05/2024
Juhu,2,,6528178.0,23,"Garden, Pool, Parking, Gym",02/09/2024
Bandra,4,915.0,8885343.0,39,"Gym, Garden, Parking, Pool",2025-02-09
Andheri,3,,4629457.0,11,Pool,"March 09, 2024"
Juhu,2,671.0,12398208.0,7,"Garden, Parking, Security, Pool",07-Nov-24
Andheri,1,772.0,4733912.0,8,Parking,"October 15, 2024"
Navi Mumbai,1,,14110852.0,2,"Gym, Garden, Parking, Pool",06-Sep-24
Worli,5,1375.0,6918238.0,20,Parking,05-Feb-24
Worli,2,1072.0,1648129.0,30,Gym,2024-08-26
Juhu,3,851.0,17474529.0,23,"Parking, Security","May 27, 2024"
Juhu,1,818.0,14598422.0,3,"Security, Gym, Garden",2025-04-11
Juhu,3,1091.0,24440820.0,19,Gym,14/08/2024
Andheri,4,979.0,3096952.0,15,"Security, Pool, Garden","August 31, 2024"
Navi Mumbai,3,322.0,7328418.0,9,"Parking, Security, Pool",05/05/2025
Powai,1,1100.0,11745207.0,25,"Security, Garden","December 02, 2024"
Juhu,3,598.0,15294801.0,28,"Pool, Garden",21-Mar-25
Borivali,3,404.0,4512084.0,4,"Garden, Parking, Pool",30/12/2024
Bandra,2,316.0,14060443.0,10,Garden,"May 05, 2025"
Bandra,4,,7701563.0,28,Pool,"April 26, 2025"
Andheri,3,544.0,3565992.0,14,"Parking, Security, Gym",19/07/2024
Juhu,4,250.0,6917683.0,5,"Parking, Security, Pool, Garden",2024-06-02
Thane,3,774.0,14777647.0,14,"Security, Parking, Pool","March 25, 2025"
Dadar,1,728.0,3656515.0,19,Pool,2024-03-13
Powai,2,847.0,15906384.0,33,"Security, Parking, Gym, Pool",2024-07-19
Borivali,2,679.0,12865075.0,1,Garden,2024-10-22
Navi Mumbai,4,1540.0,9320106.0,15,"Gym, Parking, Security",2024-01-17
Thane,3,1081.0,4068893.0,18,Pool,2024-05-08
Worli,3,725.0,4269600.0,33,Parking,04-Aug-24
Thane,2,,8545463.0,13,"Gym, Parking",2024-03-01
Andheri,2,1395.0,5526338.0,23,Security,02-Mar-25
Powai,3,1234.0,8883843.0,27,"Garden, Security, Pool","April 13, 2024"
Goregaon,2,411.0,18693927.0,31,"Pool, Gym, Security, Garden",11-Feb-24
Goregaon,2,558.0,9213564.0,36,"Security, Gym, Pool",25-Jan-24
Juhu,3,626.0,9063202.0,9,Pool,2024-02-08
Juhu,1,746.0,9067511.0,8,"Security, Parking, Garden","October 17, 2024"
Andheri,2,691.0,19936069.0,23,"Parking, Security, Gym","May 10, 2024"
Navi Mumbai,2,911.0,23582652.0,35,"Pool, Gym","May 12, 2025"
Juhu,1,,13980307.0,28,"Security, Garden, Gym",16/08/2024
Dadar,5,,11780485.0,28,"Gym, Security, Parking",17-Apr-24
Powai,2,785.0,12456306.0,22,"Gym, Security, Parking, Garden",2024-06-20
Andheri,1,327.0,25565929.0,26,"Pool, Parking, Security, Gym",10/03/2025
Bandra,2,535.0,14443451.0,30,"Garden, Parking",2025-04-22
Worli,3,718.0,27057190.0,6,"Garden, Gym, Pool, Security",11/04/2024
Andheri,2,464.0,8440475.0,3,"Parking, Security, Pool","December 19, 2024"
Andheri,3,1299.0,4870263.0,13,Gym,12/01/2024
Goregaon,1,487.0,7264894.0,9,"Pool, Security","October 01, 2024"
Borivali,1,1115.0,7743171.0,33,"Security, Gym, Parking",10/04/2024
Navi Mumbai,2,311.0,28423214.0,25,"Gym, Garden",2024-02-13
Borivali,3,1130.0,16883515.0,22,Security,2025-03-18
Dadar,4,851.0,7403964.0,8,"Security, Pool",31/10/2024
Bandra,1,1429.0,17628839.0,36,"Parking, Garden, Gym",20-Mar-25
Goregaon,2,503.0,10041643.0,7,Garden,17-Jan-24
Bandra,4,702.0,28939877.0,13,"Security, Parking, Gym, Pool",25/11/2024
Dadar,2,770.0,8884149.0,6,"Security, Garden, Gym, Pool",26-Feb-24
Borivali,3,846.0,4310940.0,6,"Security, Garden, Gym",2024-11-06
Andheri,1,778.0,9703036.0,8,"Gym, Security, Parking",11-May-25
Juhu,4,785.0,8887065.0,2,Garden,29/10/2024
Juhu,3,779.0,4847938.0,13,"Pool, Security, Garden, Gym",12-Jan-24
Thane,4,250.0,15425724.0,16,"Pool, Garden, Gym",13/11/2024
Worli,3,1247.0,25516384.0,21,"Garden, Pool",2024-03-20
Navi Mumbai,2,1901.0,5534487.0,25,"Pool, Parking, Gym, Garden","August 03, 2024"
Dadar,4,1004.0,19455225.0,27,"Security, Gym",2024-12-04
Worli,2,502.0,7542178.0,13,Parking,2024-09-20
Navi Mumbai,2,537.0,10693738.0,8,"Security, Parking, Gym",23/04/2025
Worli,3,,10040492.0,25,Security,2024-05-28
Borivali,3,,10693787.0,1,"Gym, Garden",2024-03-21
Navi Mumbai,4,800.0,14416005.0,10,Parking,02-Aug-24
Borivali,2,1163.0,5870735.0,16,"Gym, Pool, Security, Garden",29/04/2025
Andheri,3,250.0,23581665.0,33,"Parking, Pool, Garden, Security",08-Jan-25
Goregaon,3,1163.0,14681895.0,18,"Gym, Parking, Pool, Security",08/04/2025
Borivali,1,983.0,17918597.0,38,"Pool, Security, Gym",16-Jul-24
Juhu,2,551.0,6796786.0,17,Garden,18-Jul-24
Worli,2,398.0,5560150.0,12,Parking,"January 25, 2024"
Thane,2,942.0,22067755.0,4,"Security, Pool, Gym",2025-04-10
mumbai,5,1392.0,5418613.0,22,"Parking, Garden",29-Mar-24
Navi Mumbai,3,820.0,11870693.0,23,"Security, Garden, Gym","September 24, 2024"
Dadar,3,601.0,20003094.0,28,Parking,22-May-24
Thane,5,966.0,10058402.0,7,"Gym, Garden, Security, Parking",28-Feb-24
Juhu,2,1537.0,21901074.0,25,"Pool, Security, Gym","February 13, 2025"
Borivali,3,1050.0,9221654.0,14,"Parking, Garden, Security, Gym","May 03, 2025"
Goregaon,2,1088.0,5043189.0,0,"Parking, Garden, Pool, Gym","December 30, 2024"
Andheri,4,1327.0,13585363.0,27,"Gym, Garden, Security, Parking",2024-01-26
Powai,2,1065.0,12224805.0,13,"Security, Parking",2024-02-16
Bandra,4,626.0,54449583.0,33,"Garden, Security, Gym, Pool",14-Oct-24
Thane,2,289.0,6155981.0,30,"Pool, Parking, Security, Garden",2024-09-22
Goregaon,2,577.0,9331364.0,5,"Parking, Pool, Security","January 16, 2024"
Bandra,3,513.0,7000419.0,4,Gym,17/07/2024
Powai,2,1130.0,9964200.0,30,"Gym, Parking, Garden, Pool",2025-02-04
Dadar,3,1179.0,9726051.0,36,Gym,"February 10, 2025"
Dadar,2,961.0,6430868.0,14,Security,"October 08, 2024"
Worli,3,,14374158.0,14,"Pool, Garden, Gym","April 13, 2025"
Powai,2,1525.0,9544863.0,4,"Security, Gym","March 26, 2024"
Powai,1,754.0,24331680.0,27,"Pool, Gym, Parking",06-Sep-24
Bandra,2,1111.0,7354815.0,32,"Gym, Security, Pool","January 25, 2025"
Goregaon,2,917.0,33158971.0,10,Pool,"September 26, 2024"
Navi Mumbai,2,973.0,12807281.0,5,"Security, Garden",30-Nov-24
Bandra,2,,23272898.0,22,"Parking, Garden, Pool, Gym",2024-04-26
Andheri,2,656.0,11632019.0,39,"Gym, Pool, Garden",07/01/2024
Dadar,1,1356.0,6794387.0,1,"Garden, Parking, Security, Gym",16-May-24
Dadar,3,347.0,9266233.0,14,"Parking, Garden, Security",05-Jan-25
Worli,4,536.0,4722926.0,22,"Pool, Parking, Gym, Garden",2024-06-24
Andheri,2,1352.0,10150970.0,21,"Gym, Parking",2024-11-23
Dadar,3,1106.0,12034111.0,8,Security,"May 12, 2025"
Bandra,3,1789.0,11155394.0,39,"Security, Pool, Parking",2024-11-10
Andheri,2,923.0,24108965.0,29,"Security, Gym, Pool",02/08/2024
Bandra,3,1495.0,9924527.0,15,"Pool, Garden, Parking",21-Apr-25
MUMBAI,2,250.0,3483694.0,29,"Garden, Pool",22/03/2024
Navi Mumbai,2,405.0,91006274.0,8,"Gym, Pool, Parking, Security","August 10, 2024"
Dadar,1,1213.0,7171568.0,0,"Gym, Parking",22/04/2025
Dadar,3,290.0,19408993.0,37,"Pool, Parking, Gym, Security","January 06, 2025"
Goregaon,3,830.0,4401483.0,7,"Security, Gym, Pool, Parking",26/02/2025
Navi Mumbai,1,,12573818.0,17,"Pool, Garden",27-Apr-25
Thane,2,,6737992.0,26,"Gym, Security, Garden, Parking",05/02/2025
Thane,5,903.0,1995528.0,17,"Pool, Security, Parking, Gym",2025-03-18
Worli,2,742.0,9159609.0,31,"Pool, Parking",04/05/2025
Navi Mumbai,2,970.0,10532337.0,31,"Parking, Security, Gym",12-Apr-24
Bandra,4,1102.0,9517744.0,35,Gym,"September 29, 2024"
Bandra,3,668.0,12557994.0,35,"Gym, Parking, Security, Garden",14/01/2024
Juhu,3,1030.0,9233005.0,20,"Security, Gym, Pool",07/06/2024
Andheri,3,1277.0,11313303.0,31,"Parking, Pool, Security",2024-05-31
Borivali,4,822.0,12019816.0,30,"Gym, Security","April 27, 2025"
Thane,2,923.0,10626837.0,36,"Garden, Parking","April 17, 2024"
Dadar,2,1069.0,9796488.0,15,"Security, Pool","July 06, 2024"
Worli,2,,6349000.0,13,"Security, Pool",27-Oct-24
Borivali,5,1207.0,15504911.0,23,"Garden, Pool, Parking",07-Apr-24
Powai,3,544.0,9158579.0,24,"Security, Garden, Gym",2024-05-10
Worli,1,714.0,8725013.0,34,"Parking, Gym",19/10/2024
Powai,4,727.0,14759191.0,16,"Pool, Garden, Parking",19-Jun-24
Navi Mumbai,2,583.0,12325426.0,3,"Security, Pool, Garden","February 27, 2025"
Powai,1,270.0,7138890.0,10,"Pool, Security, Parking, Garden",18/04/2025
Powai,2,250.0,22985984.0,14,Security,01/07/2024
Goregaon,2,1318.0,5317244.0,29,Security,15/04/2025
Goregaon,4,356.0,5845106.0,23,"Pool, Security, Parking, Gym",2024-12-29
Goregaon,2,1448.0,16207949.0,1,"Pool, Parking, Gym",08-Feb-24
Navi Mumbai,3,1158.0,31036713.0,33,"Gym, Garden",15-Jan-24
Borivali,3,758.0,7675613.0,22,"Security, Gym",10/01/2025
Worli,1,1115.0,13904079.0,30,"Security, Garden",2025-05-11
Worli,5,,5307237.0,36,Security,2024-01-04
Dadar,2,514.0,6215824.0,12,"Gym, Pool, Parking",14-Dec-24
Goregaon,2,894.0,21408935.0,32,"Gym, Security, Pool",14-Apr-25
Navi Mumbai,2,557.0,13516988.0,6,"Pool, Security",2025-02-12
Dadar,4,1128.0,21811281.0,31,Gym,"January 31, 2025"
Andheri,2,649.0,20827510.0,6,Garden,2024-07-28
Dadar,2,866.0,3098009.0,37,"Security, Gym, Garden","June 09, 2024"
Borivali,1,851.0,5295815.0,12,Garden,16-Jan-24
Thane,2,,12796541.0,23,"Pool, Gym",2025-05-07
Powai,3,1481.0,3920564.0,27,"Gym, Garden",2025-03-01
Goregaon,2,815.0,5765584.0,31,"Security, Pool, Gym, Parking",2024-04-17
Thane,2,1326.0,25550832.0,17,"Security, Garden, Gym, Parking",2025-01-16
Dadar,2,1067.0,7842439.0,33,"Pool, Parking, Security, Gym",25/03/2025
Navi Mumbai,2,1396.0,16621027.0,33,Garden,06/11/2024
Powai,4,781.0,10671626.0,37,Gym,14-Aug-24
Worli,2,1143.0,7217638.0,0,"Garden, Security",18-Jun-24
Bandra,5,,3998678.0,30,"Gym, Pool",2024-02-03
Powai,2,250.0,12484286.0,0,"Pool, Gym, Security, Garden",17/02/2025
Borivali,2,518.0,25978071.0,15,Pool,07-Sep-24
Borivali,4,1103.0,7341719.0,38,"Garden, Security, Pool","September 03, 2024"
Dadar,2,1080.0,11309561.0,14,"Garden, Gym, Parking",25/09/2024
Andheri,3,446.0,4360628.0,32,"Gym, Security, Garden, Parking",20/05/2024
Borivali,5,,7251326.0,22,"Pool, Garden, Security, Gym",30/09/2024
Borivali,1,1076.0,13316694.0,33,"Parking, Pool",2025-02-19
Navi Mumbai,1,887.0,16957648.0,16,"Pool, Garden","April 05, 2024"
Dadar,3,,15150881.0,24,Security,2024-08-14
Powai,2,1107.0,3207714.0,5,"Gym, Garden",13-Jan-25
Andheri,2,887.0,8250952.0,30,"Gym, Pool","February 08, 2024"
Thane,1,721.0,6074628.0,4,Parking,2024-10-28
Bandra,1,1264.0,9016646.0,39,"Garden, Parking, Gym, Security",14/05/2025
Goregaon,3,,10153054.0,39,"Gym, Pool, Security","January 29, 2024"
Worli,1,416.0,20579606.0,29,Parking,21/03/2025
Borivali,2,977.0,12956941.0,4,"Pool, Parking, Garden, Gym",11-May-25
Dadar,3,497.0,25411165.0,11,Pool,"April 21, 2025"
Goregaon,2,562.0,7133366.0,6,"Parking, Gym, Security",13-Nov-24
Worli,1,671.0,4637816.0,12,"Security, Garden, Gym",01-Sep-24
Worli,3,915.0,25988003.0,3,Garden,23-Aug-24
Thane,1,1031.0,14077286.0,2,"Pool, Gym, Garden","July 03, 2024"
Thane,3,756.0,6948504.0,11,"Garden, Gym",28-Sep-24
Thane,4,772.0,14114225.0,0,"Pool, Security, Garden",2025-03-15
Juhu,2,723.0,17915122.0,26,"Parking, Security, Pool, Gym",2024-08-23
Juhu,2,1266.0,11658132.0,12,"Pool, Garden",26-Aug-24
Worli,2,250.0,7008107.0,16,"Pool, Garden, Gym, Parking",11/01/2025
Thane,2,791.0,8328903.0,7,Pool,22-Sep-24
Navi Mumbai,4,1440.0,12921109.0,31,"Garden, Gym, Parking",17-Feb-25
Borivali,4,1081.0,12229147.0,19,Gym,12/02/2025
Goregaon,2,1343.0,22462460.0,16,"Pool, Gym","December 24, 2024"
Goregaon,3,250.0,9197607.0,33,"Parking, Garden","December 05, 2024"
Juhu,4,465.0,6087473.0,34,Garden,23-Jan-25
Worli,5,,50943748.0,34,"Parking, Gym, Garden, Pool",2024-03-05
Dadar,2,1442.0,12051418.0,37,"Pool, Gym, Parking",2025-04-22
Powai,2,500.0,17904411.0,23,"Pool, Garden, Security",2024-06-25
Powai,2,764.0,14844040.0,17,Security,03-Jan-24
Juhu,5,1040.0,12139130.0,38,"Security, Gym, Parking, Garden",2025-03-04
Dadar,1,391.0,9467295.0,32,Garden,2024-05-21
Juhu,3,1082.0,2018188.0,22,"Pool, Security","January 10, 2025"
Powai,2,250.0,5734822.0,24,"Security, Gym, Pool",06-Jun-24
Dadar,2,1072.0,13223043.0,36,"Security, Garden, Gym, Pool","May 12, 2025"
Thane,2,551.0,2123585.0,26,Pool,19/11/2024
Worli,5,,11330073.0,0,Gym,"May 25, 2024"
Goregaon,1,1128.0,16138823.0,20,"Garden, Pool",21-Mar-25
Navi Mumbai,3,1056.0,17893842.0,9,"Garden, Security, Parking",2024-10-19
Andheri,1,897.0,15539460.0,30,"Gym, Garden",01-Jun-24
Worli,2,1239.0,19288800.0,24,"Parking, Garden","March 07, 2025"
Thane,2,304.0,28441697.0,19,"Gym, Parking",11-Jul-24
Powai,2,971.0,20950452.0,1,Gym,12-Mar-25
Thane,2,623.0,12214067.0,14,"Gym, Parking","May 08, 2025"
Juhu,2,1221.0,10011331.0,27,"Security, Parking, Gym","April 07, 2025"
Dadar,1,1140.0,11626328.0,12,"Gym, Pool, Garden, Parking",13/03/2024
Goregaon,2,1153.0,9199881.0,13,"Gym, Parking",02/02/2025
Borivali,5,1475.0,21221989.0,1,"Security, Gym","October 31, 2024"
Juhu,4,1294.0,15298420.0,33,Parking,11-Jan-25
Worli,2,844.0,8635171.0,34,"Garden, Security","December 09, 2024"
Juhu,3,899.0,24021328.0,36,"Parking, Garden, Gym, Pool",2025-03-27
Worli,4,1110.0,9109904.0,24,"Gym, Garden, Parking",19/05/2024
Borivali,1,947.0,6153533.0,14,"Garden, Parking, Gym, Pool",2024-07-05
Bandra,3,1146.0,10783788.0,11,"Pool, Garden",19-Oct-24
Goregaon,4,250.0,6619431.0,8,Gym,2024-03-01
Navi Mumbai,1,1558.0,19033734.0,30,"Gym, Parking, Pool, Garden","April 29, 2025"
Navi Mumbai,2,921.0,6535378.0,13,"Pool, Gym, Parking, Garden","March 02, 2025"
Andheri,5,332.0,10127633.0,28,"Security, Parking, Pool, Gym","January 14, 2025"
Thane,2,,19073767.0,37,Parking,2024-07-16
Bandra,1,250.0,7079252.0,7,"Parking, Garden, Pool, Security",2024-10-21
Navi Mumbai,2,518.0,13890089.0,2,"Parking, Garden, Pool",2025-03-15
Juhu,2,850.0,6052311.0,1,"Garden, Gym, Parking, Pool","November 14, 2024"
Thane,3,1430.0,12567565.0,15,"Parking, Gym, Security, Pool","October 28, 2024"
Bandra,3,1043.0,15253936.0,18,"Gym, Parking","December 09, 2024"
Dadar,5,981.0,10582473.0,29,"Security, Gym, Garden, Pool",2024-01-11
Dadar,2,502.0,11074058.0,15,Garden,2024-03-02
Thane,2,611.0,14166513.0,30,Security,28-Nov-24
Worli,2,,9172265.0,27,"Security, Garden",13/08/2024
Worli,2,652.0,18508343.0,3,"Parking, Pool","June 01, 2024"
Juhu,2,776.0,24709161.0,9,"Pool, Garden, Gym",2024-07-17
Bandra,5,,6227772.0,17,"Gym, Security, Garden, Parking",21/02/2024
Bandra,4,781.0,31334671.0,31,"Security, Parking, Pool, Garden",2024-09-16
Thane,2,665.0,9046670.0,29,"Garden, Security, Gym, Pool",2024-02-28
Powai,3,947.0,35912895.0,35,"Gym, Pool","March 12, 2024"
Dadar,2,789.0,9120633.0,8,"Security, Pool, Gym, Garden",27/05/2024
Bandra,2,341.0,16591933.0,35,Security,2024-12-14
Thane,3,912.0,16538580.0,28,"Garden, Parking",03/03/2024
Borivali,2,859.0,8602927.0,15,Parking,05/11/2024
Andheri,5,347.0,11336934.0,27,"Garden, Pool, Security, Gym","January 07, 2025"
Borivali,3,693.0,25749875.0,20,"Parking, Pool",30/08/2024
Goregaon,2,1108.0,8945763.0,1,"Garden, Parking",07-May-25
Juhu,3,502.0,8448271.0,34,"Parking, Security",31-Dec-24
Bandra,2,465.0,5432553.0,27,"Security, Gym, Pool","November 25, 2024"
Goregaon,2,786.0,27799576.0,35,"Gym, Security","April 16, 2024"
Navi Mumbai,2,1118.0,8133762.0,30,"Gym, Parking, Garden, Pool",13-Aug-24
Goregaon,2,1533.0,22297567.0,32,"Gym, Parking, Pool, Security","November 08, 2024"
Thane,3,1130.0,7566091.0,22,"Security, Gym",05/08/2024
Bandra,2,1279.0,21881471.0,16,"Pool, Parking",2025-02-28
Andheri,3,1021.0,17610148.0,0,Parking,"August 28, 2024"
Thane,3,660.0,9463386.0,22,"Parking, Garden, Pool, Security",15-Sep-24
Thane,2,1128.0,6986110.0,26,Gym,2025-01-10
Juhu,3,870.0,7335100.0,24,Parking,18/09/2024
Juhu,2,1031.0,7279117.0,31,Gym,2024-01-05
Dadar,2,568.0,20565180.0,18,"Garden, Security, Parking, Pool",17-Sep-24
Dadar,2,1063.0,11948762.0,23,"Pool, Garden, Security, Parking",2024-02-23
Worli,2,857.0,5558987.0,2,"Security, Gym, Garden, Pool",16-Feb-24
Powai,1,,9329761.0,11,"Pool, Gym, Security","August 02, 2024"
Bandra,3,870.0,10032977.0,34,"Parking, Gym, Garden, Pool","June 25, 2024"
Bandra,2,802.0,3007461.0,14,"Gym, Parking, Pool",09-Jan-24
Goregaon,2,1069.0,9646370.0,16,"Parking, Garden","April 08, 2024"
Bandra,5,757.0,16750117.0,31,"Garden, Security, Pool",20/01/2024
Bandra,3,343.0,9993278.0,6,"Pool, Security, Gym, Parking",2025-01-12
Powai,4,250.0,12643378.0,18,"Security, Pool",28-Aug-24
Navi Mumbai,1,964.0,14515214.0,6,"Garden, Gym",01-Mar-24
Dadar,3,743.0,8836829.0,4,"Gym, Security, Pool, Garden",13-Jan-25
Dadar,4,294.0,16826285.0,39,Gym,04/05/2025
Andheri,3,937.0,26022981.0,20,"Garden, Parking",22/02/2025
Bandra,3,,4349993.0,6,"Garden, Pool, Gym, Security",26/06/2024
Powai,2,725.0,8824920.0,36,"Security, Garden",03-Dec-24
Dadar,1,,43915175.0,22,"Parking, Gym",02/03/2024
Powai,2,1360.0,12023086.0,10,"Pool, Garden, Gym","May 24, 2024"
Borivali,2,,10628917.0,9,"Security, Pool, Parking, Garden",2024-08-03
Navi Mumbai,4,950.0,9296742.0,20,"Pool, Parking, Garden, Gym","January 03, 2024"
Bandra,2,870.0,23316250.0,32,"Pool, Garden","June 08, 2024"
Andheri,5,955.0,6178611.0,19,Garden,14/08/2024
MUMBAI,5,1008.0,18919519.0,32,"Security, Pool",30-Apr-25
Dadar,2,806.0,9192968.0,39,Security,"September 25, 2024"
Borivali,2,961.0,6921162.0,34,"Gym, Pool",2024-04-29
Powai,4,349.0,9448234.0,33,Pool,15/01/2025
Juhu,5,928.0,10555649.0,35,Garden,"May 09, 2025"
Thane,2,1066.0,8051378.0,26,"Parking, Gym, Garden",29/03/2024
Bandra,2,728.0,21160854.0,18,Pool,2024-11-24
Bandra,2,866.0,6953457.0,4,Garden,08/03/2024
Borivali,3,510.0,11805132.0,28,Parking,01-Feb-25
Powai,2,,14983491.0,9,"Pool, Garden, Gym","December 22, 2024"
Worli,3,,11732037.0,39,"Security, Parking","April 07, 2024"
Bandra,1,644.0,17250263.0,12,"Gym, Security",23-Sep-24
Worli,1,278.0,8367465.0,28,Pool,2024-04-14
Juhu,2,510.0,15769310.0,4,"Parking, Gym, Security, Pool",2025-03-15
Borivali,2,561.0,16051886.0,11,"Gym, Garden, Parking",18/11/2024
Powai,2,1171.0,19401715.0,12,Gym,"May 02, 2024"
Powai,2,,3501161.0,21,Pool,2025-04-20
Navi Mumbai,2,594.0,14730455.0,39,"Pool, Garden, Parking",29-Jan-24
Thane,2,694.0,18638909.0,14,Pool,16-May-24
Dadar,2,1359.0,8479184.0,12,"Garden, Security, Gym",13-Jul-24
Dadar,5,1227.0,7813059.0,0,"Garden, Parking, Pool, Gym",2025-02-12
Goregaon,2,508.0,7125379.0,37,Pool,13-Aug-24
Andheri,2,1307.0,5843244.0,0,"Parking, Security","November 27, 2024"
Borivali,3,871.0,16182744.0,10,"Security, Gym, Garden, Parking",2024-06-18
Juhu,5,1179.0,42675765.0,39,Gym,2024-01-09
Powai,2,,7774720.0,21,"Parking, Pool","April 07, 2025"
Thane,3,1315.0,8203496.0,34,"Security, Garden",09-Feb-24
Worli,3,494.0,10954248.0,5,"Security, Gym",2024-01-25
Borivali,3,810.0,4150814.0,27,Pool,"September 17, 2024"
Goregaon,1,1325.0,7150344.0,30,"Security, Parking, Gym, Garden","January 29, 2025"
Borivali,3,250.0,10488821.0,7,"Pool, Gym",18/03/2025
Goregaon,1,883.0,6347953.0,4,Gym,13-Aug-24
Powai,3,762.0,22263627.0,16,"Garden, Security, Gym, Pool",16-Apr-25
Andheri,3,1139.0,4993809.0,37,"Security, Pool","May 03, 2024"
Goregaon,2,1274.0,18635952.0,8,Security,2025-04-07
Powai,3,1155.0,26195583.0,9,"Parking, Garden, Pool",07/02/2024
Powai,1,984.0,13647062.0,19,"Garden, Gym, Parking, Pool",23/11/2024
Andheri,3,914.0,9994342.0,13,Garden,2024-09-07
Dadar,2,780.0,12581891.0,13,Parking,23/01/2025
Borivali,2,973.0,8332398.0,25,"Gym, Pool, Parking, Garden",2024-06-24
Bandra,1,1410.0,3199033.0,28,Garden,30/03/2024
Bandra,5,609.0,6031152.0,26,Garden,2025-02-05
Worli,1,759.0,10780964.0,24,"Security, Garden, Pool","March 29, 2025"
Worli,2,,6172336.0,15,"Pool, Security, Parking, Gym","February 06, 2024"
Bandra,2,1250.0,8470722.0,35,"Security, Garden, Gym",11/11/2024
Juhu,3,978.0,14468834.0,33,"Parking, Pool",24/06/2024
Bandra,2,1244.0,11840241.0,15,"Parking, Security, Gym","April 05, 2025"
Worli,1,1261.0,20482571.0,32,"Pool, Security, Garden, Gym",10-Oct-24
Thane,2,1107.0,12948630.0,2,"Parking, Gym, Garden, Security",2025-03-28
Worli,2,,13413637.0,22,"Security, Gym, Garden, Pool",05-Apr-25
Juhu,2,1481.0,7078881.0,10,"Gym, Parking, Garden",21/03/2024
Borivali,2,1394.0,4883322.0,17,Security,"April 23, 2024"
Bandra,3,,8471742.0,28,"Gym, Garden, Parking",09/02/2024
Andheri,2,416.0,7015897.0,4,"Parking, Gym",27-Oct-24
Thane,2,353.0,9820076.0,23,"Gym, Pool, Security, Parking","August 11, 2024"
Powai,2,989.0,5725137.0,28,"Parking, Security","November 13, 2024"
Juhu,5,654.0,17992998.0,28,"Garden, Security, Pool, Gym","December 14, 2024"
Worli,5,298.0,7000380.0,25,Security,2024-04-24
Andheri,3,347.0,8725310.0,39,Pool,04/07/2024
Goregaon,2,735.0,10722820.0,2,Pool,18-Nov-24
Dadar,1,968.0,21293367.0,1,"Gym, Garden, Parking, Security",2024-02-25
Bandra,2,1391.0,31177764.0,24,"Pool, Security, Garden",09-Feb-24
Dadar,2,1069.0,32490723.0,18,"Gym, Parking",2024-12-19
Juhu,2,,5029960.0,39,"Garden, Gym, Security","February 09, 2024"
Goregaon,3,1032.0,8676387.0,1,"Garden, Pool, Parking, Security",2024-12-12
Goregaon,4,,7740433.0,18,"Security, Pool",05/04/2025
Goregaon,3,1158.0,13553908.0,0,"Gym, Parking",24/08/2024
Powai,2,886.0,13066595.0,26,Pool,15-Oct-24
Juhu,3,1262.0,7649868.0,34,Parking,"September 18, 2024"
Borivali,2,1188.0,7296010.0,4,"Security, Parking, Gym","August 03, 2024"
Dadar,1,928.0,5965717.0,37,Pool,26-May-24
Borivali,3,858.0,2207790.0,3,"Gym, Security, Garden, Pool",01/12/2024
Andheri,1,1221.0,4980801.0,16,"Pool, Security, Gym",16/06/2024
Navi Mumbai,2,650.0,18257104.0,20,"Garden, Pool, Gym, Security",01-Apr-24
Thane,2,372.0,26135960.0,30,"Security, Garden","December 18, 2024"
Thane,3,370.0,24366372.0,21,"Garden, Security, Pool, Gym",28-Feb-24
Borivali,3,621.0,18728189.0,10,"Gym, Security, Pool, Garden",28-Feb-24
Navi Mumbai,2,1130.0,5914011.0,33,Parking,2024-10-30
Navi Mumbai,3,752.0,5342833.0,14,"Garden, Security, Parking, Pool",17-Jun-24
Bandra,2,971.0,3661510.0,9,Gym,25/09/2024
Andheri,2,726.0,7648971.0,37,"Security, Parking, Garden, Gym",28-Dec-24
Juhu,3,729.0,11435850.0,31,"Gym, Security, Pool, Parking","February 14, 2024"
Navi Mumbai,3,541.0,5928782.0,30,"Parking, Garden, Pool","December 10, 2024"
Worli,5,867.0,14057306.0,36,Gym,29/06/2024
Thane,2,,16048319.0,27,"Security, Pool, Gym, Parking","June 18, 2024"
Worli,3,1044.0,8164497.0,30,"Garden, Security, Parking",21-Dec-24
Andheri,3,1000.0,4857281.0,5,"Garden, Security, Pool",09/07/2024
Navi Mumbai,4,830.0,24854663.0,13,Gym,"June 03, 2024"
Dadar,2,372.0,11084800.0,22,Parking,25-Feb-25
Thane,3,,34785932.0,15,"Garden, Gym","July 06, 2024"
Bandra,3,870.0,11472088.0,24,Gym,2024-01-07
